,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
CEP290,3.17761,3.2554,3.26345,3.27006,3.24336,3.37128,3.11448,3.21833,2.97765,2.82362,3.26296,3.32981,3.2552,3.36249,2.99253,3.63873,2.98227,3.19264,3.63614,3.45124,3.09389,2.92446
KITLG,2.07456,1.94974,1.9158,1.76806,1.83126,1.62799,1.75633,1.78913,1.76635,1.81312,1.84317,1.77072,1.90812,1.84785,1.79276,2.0581,1.85521,1.87252,1.84877,2.11272,1.89547,2.00663
Q13528_HUMAN,2.06917,2.49846,2.28748,2.13511,2.43723,2.42424,2.02003,2.80664,2.91496,2.62968,2.44261,3.13662,2.51735,2.41667,2.57916,2.69189,2.25854,2.29525,2.47343,2.65268,2.04765,1.93653
DUSP6,8.26988,8.22485,8.38331,8.81444,7.94888,8.69134,8.84231,8.90804,8.88093,8.98066,9.18483,8.61121,8.9703,8.60012,9.2901,8.77998,9.19027,8.93902,8.73174,8.6136,8.52979,8.77369
POC1B,5.95096,5.85947,5.96896,6.01698,6.05515,6.27337,5.9385,6.51699,6.1454,6.39858,6.07357,5.96615,6.21739,6.34752,6.41361,6.52176,6.32203,6.29621,6.27958,6.3239,6.23609,6.11889
ATP2B1,7.05635,6.54934,7.10362,7.13608,6.71716,7.65599,7.19081,7.24032,6.82866,6.75312,6.99279,7.09812,6.78251,6.98607,6.63206,7.57727,7.08648,6.91384,6.71497,7.14489,6.72909,6.98702
C12orf12,3.54764,3.39813,3.40133,3.52794,3.33207,3.55683,3.46168,3.39999,3.29308,3.77689,3.5157,3.24884,3.43893,3.40754,3.11046,3.34264,3.36779,3.42826,3.36545,3.33082,3.50693,3.53949
EPYC,2.22847,2.15995,2.23297,2.05129,2.17649,2.18813,2.25852,2.1836,2.17756,2.30552,2.17937,2.11034,2.19538,1.97637,2.23035,2.09537,2.42146,2.16357,2.01877,1.9516,2.30115,2.02665
KERA,2.35063,1.99394,2.17938,2.29725,2.39295,2.0004,2.12078,2.2179,1.69796,2.12552,2.14152,2.12698,2.24477,2.1514,1.98946,1.88413,2.15684,2.30791,1.99774,2.13772,2.55843,2.13677
LUM,1.94278,2.29406,1.86015,1.91039,1.83014,1.61845,1.95897,2.06662,1.79249,1.78961,1.70632,1.58122,1.79865,1.97441,1.90656,1.77955,2.11781,2.23556,1.7239,1.92051,1.79355,1.84625
DCN,1.42726,1.3743,1.57079,1.31614,1.35489,1.32875,1.23217,1.3719,1.27531,1.31413,1.36845,1.29494,1.28641,1.25619,1.3264,1.34908,1.27701,1.30623,1.43595,1.42907,1.47451,1.34789
BTG1,9.23654,9.2231,9.39275,9.34889,9.39338,9.73339,9.07321,9.53654,9.45217,9.37812,9.22263,9.50561,9.3263,9.65285,9.51859,9.36342,9.37751,9.42652,9.60575,9.6687,9.3121,9.32506
CLLU1OS,2.00405,2.12576,2.43798,2.41096,2.29204,2.40029,2.58613,2.19638,2.13797,2.15139,2.42766,2.26636,2.19292,2.18425,2.27632,2.18156,2.35073,2.25764,2.6117,2.33689,2.41166,2.15555
EEA1,5.16012,4.96146,5.39542,5.386,5.27612,5.55517,5.32852,5.478,5.11947,5.18843,5.35867,5.50433,5.50934,5.64654,5.69638,5.64196,5.2872,5.48032,5.76658,5.65439,5.38307,5.29438
UBE2N,6.78912,6.8148,6.80037,6.87522,6.80511,6.74252,6.85418,6.80049,6.7763,6.76175,6.72749,6.93803,6.98391,6.93714,6.99603,7.03042,6.75245,6.93381,7.2394,6.8957,6.8226,6.5924
CCDC41,4.74433,4.49935,4.25902,4.40668,4.51119,4.4931,4.55092,4.1899,4.37913,3.92414,4.61464,4.68507,4.02238,4.54678,3.8318,4.51936,4.07695,3.88179,4.29011,4.32801,4.13435,4.12251
TMCC3,6.62027,6.90237,6.95958,7.10492,6.83664,7.158,6.68812,7.69088,7.34246,7.2816,6.98138,7.01725,6.94034,7.21785,7.54292,7.20817,7.55147,7.0648,6.73762,7.23146,6.75921,7.39975
NDUFA12,6.691,6.70918,6.97606,6.83225,6.83072,7.27358,7.332,7.35046,7.01783,7.34435,7.20208,7.17482,7.51747,7.49869,7.44947,7.37847,7.27642,7.49503,8.07702,7.71546,7.22945,6.97232
NR2C1,5.15476,5.02926,5.13268,5.15,5.17947,5.3199,5.07002,4.80277,4.95055,4.7973,5.01191,5.19517,5.16904,5.24932,4.95269,5.08142,4.74542,5.12652,5.21408,5.19923,4.97328,4.72075
FGD6,4.02792,3.73086,3.93615,3.87771,3.7253,4.22428,4.28978,4.25999,3.75425,4.04981,4.02983,3.94299,3.96015,3.69162,4.07456,4.13801,4.0246,3.93592,4.11005,4.29885,4.10091,4.16246
USP44,3.26416,3.28544,3.35998,3.00157,3.30335,3.24507,3.26493,3.3066,3.24295,3.3262,3.3592,3.21379,3.4045,3.37419,3.52213,3.58391,3.35352,3.33762,3.11995,3.2835,3.40452,3.2618
NTN4,3.99656,3.70147,3.86424,3.80176,3.8693,4.03881,3.84763,3.81834,3.73861,3.87562,3.92758,3.68444,3.91221,3.92208,4.04681,4.33871,3.87097,4.11175,3.87107,3.96184,4.07565,3.92194
CCDC38,1.95037,1.88526,1.90267,1.88418,1.9319,1.82106,1.80861,1.87807,1.79146,1.80519,1.9281,1.77149,1.7077,1.94409,1.76646,1.84213,1.73296,1.78616,1.81183,1.78161,1.72745,1.85556
HAL,6.79662,6.64992,7.31277,6.79971,7.07548,7.2756,6.87337,7.63341,7.2935,6.77368,6.73716,6.81577,7.0536,7.40917,7.30265,7.00716,7.17088,6.88079,6.25432,7.33907,6.61023,7.24033
LTA4H,7.84059,7.97926,8.2841,8.14541,7.9892,8.38013,8.09422,8.37803,8.05192,7.78808,7.78082,7.88707,7.89469,7.80129,8.35159,8.00554,8.42184,8.24617,8.03669,8.20015,8.19454,7.65342
CDK17,6.9391,6.85552,7.02434,7.013,6.79271,7.17261,7.35098,7.33009,7.10292,6.78436,7.14763,7.10314,7.03581,7.14507,7.05476,7.35548,6.93753,6.98624,7.21141,7.26671,6.80174,6.85558
IKBIP,5.14258,5.3868,5.71701,5.77647,5.61327,5.84712,5.24953,6.61905,5.86795,6.29494,5.62907,5.49423,5.49275,6.00171,6.41745,5.93425,6.49193,5.82196,5.53946,5.83926,5.6218,6.13454
ANKS1B,2.25284,2.31136,2.31854,2.33729,2.30589,2.26602,2.28584,2.28068,2.27801,2.31397,2.34466,2.27968,2.26238,2.21547,2.30068,2.32919,2.29755,2.24749,2.28906,2.28813,2.31337,2.3854
UHRF1BP1L,5.82987,5.58693,6.14017,6.14595,5.81146,6.35901,5.91757,6.51299,6.35414,5.93408,5.75268,6.18734,5.74004,6.00765,6.06936,6.26747,6.18825,5.86768,5.81561,6.27699,5.91462,6.13846
GOLGA2P5,4.36851,4.23103,4.14068,4.13412,4.22176,4.14381,4.0162,4.01228,4.11454,4.08747,4.09809,4.02399,4.18065,4.13008,4.10334,4.17356,4.04345,4.08136,4.03325,4.08673,4.0265,4.08896
DEPDC4,1.56315,1.56972,1.45712,1.58635,1.4956,1.52402,1.38068,1.58117,1.55819,1.51539,1.49303,1.5591,1.43637,1.62554,1.56526,1.84438,1.59073,1.52393,1.70084,1.57815,1.65533,1.58107
SLC5A8,2.49332,2.51369,2.63078,2.44877,2.5025,2.53456,2.37175,2.44366,2.493,2.52038,2.47892,2.45938,2.49039,2.47974,2.38328,2.48977,2.49418,2.45209,2.32319,2.39664,2.52169,2.56647
ARL1,5.39927,5.4828,5.66306,5.71838,5.47697,5.51156,5.7285,5.64372,5.50242,5.53632,5.59541,5.75298,5.91327,5.86713,5.77937,5.77412,5.59831,5.8897,6.16138,5.82321,5.67886,5.47363
SYCP3,4.56171,4.85939,4.55802,4.60263,4.18424,3.71447,4.30004,3.88361,4.61587,3.56332,4.13333,3.9553,3.78227,3.94161,3.24444,4.19604,3.9439,3.98029,3.81493,3.7827,3.88433,4.63035
GNPTAB,6.88078,7.1416,6.99114,7.2386,7.1576,7.0379,7.05127,6.92906,7.15249,6.8446,7.49647,6.9308,7.30393,7.52821,7.09985,7.3826,6.86839,7.17016,7.33013,7.08249,6.80718,6.86172
CCDC53,6.19684,6.16022,6.23432,6.23911,6.21402,6.53525,6.28353,6.49199,6.26964,6.27535,6.12286,6.39519,6.71224,6.54309,6.38358,6.49847,6.20927,6.46782,6.68213,6.55938,6.37121,6.29606
NUP37,4.28638,4.14681,4.33364,4.42954,4.17233,4.27884,4.46542,4.34428,4.3971,4.2952,4.40408,4.50461,4.37243,4.37318,4.40988,4.43858,4.33295,4.46435,4.95224,4.55719,4.4952,4.25616
PMCH,1.72052,1.86299,1.83014,2.08488,1.98586,2.2844,2.15624,2.00872,1.83898,1.50223,1.97094,2.23455,1.73189,1.61128,1.68288,1.88664,1.93134,1.78494,2.1941,1.93617,2.28524,1.58184
IGF1,2.38109,2.31625,2.44319,2.35947,2.36184,2.45884,2.55994,2.38218,2.27024,2.25988,2.45195,2.21239,2.35944,2.24047,2.20904,2.16139,2.42911,2.35468,2.33772,2.39478,2.23958,2.4563
PAH,2.66223,2.64439,2.60691,2.58754,2.65399,2.54294,2.60303,2.69459,2.67735,2.70162,2.64583,2.52457,2.66934,2.59781,2.50615,2.56295,2.66964,2.54962,2.66305,2.5757,2.57525,2.63131
C12orf42,4.54774,4.22439,4.47221,4.19545,4.52609,4.35155,4.33637,4.30296,4.38946,4.36034,4.38404,4.49619,4.39217,4.40953,4.19687,4.49908,4.32135,4.46963,4.27554,4.38354,4.52473,4.44846
NT5DC3,4.30075,4.2129,4.4351,4.33638,4.34198,4.14914,4.22818,4.18318,4.29767,4.17159,4.25597,4.33835,4.26308,4.19948,4.58016,4.70813,4.47302,4.38862,4.32773,4.50958,4.4554,4.31515
GNN,2.02024,1.95427,2.22603,2.0059,2.25996,2.06213,1.83626,2.11657,1.89648,2.03282,2.04193,2.06163,1.98298,1.96829,2.1945,1.83384,1.72743,1.99574,1.94789,1.87779,2.42653,1.99755
C12orf73,4.78004,5.04233,4.87266,4.65131,4.87377,4.83807,4.79573,4.79908,4.84796,4.94663,4.9308,4.82204,5.08624,4.86431,5.08254,4.86978,4.77612,5.0263,5.04496,4.83018,4.95987,4.82364
GLT8D2,3.14636,3.17938,2.98322,2.96364,3.0098,2.9018,2.90315,2.76646,2.91222,2.72557,3.09847,2.98353,2.87339,2.91884,2.80547,2.80246,2.94049,2.97698,2.90528,3.00274,3.02292,2.88894
NFYB,4.19334,4.26489,4.33173,4.17868,3.8717,4.02658,3.98309,4.18848,4.08976,4.01007,4.15689,4.27839,4.16248,4.18723,4.25783,4.26874,4.2254,4.38901,4.32907,4.54419,4.15898,4.16068
SLC41A2,3.63768,3.69727,3.54964,3.4651,3.41816,3.66126,3.65726,3.5562,3.50287,3.44849,3.81032,3.78161,3.45777,3.49835,3.55013,3.69667,3.76364,3.62047,3.66379,4.10012,3.67111,3.6546
ALDH1L2,2.41021,2.38505,2.30304,2.29878,2.30602,2.34334,2.4861,2.35921,2.23081,2.30042,2.42011,2.35768,2.17867,2.18305,2.14195,2.41582,2.24119,2.28054,2.27024,2.43563,2.34195,2.33048
APPL2,6.88093,6.93963,7.04377,6.96728,6.7988,6.70761,6.83866,6.95127,7.01361,6.60208,6.97627,7.02325,6.45985,6.78749,6.66812,6.96324,6.78789,6.56726,6.36729,6.81163,6.47143,6.7661
NUAK1,2.86405,2.81166,2.89838,2.79954,2.6746,2.75987,2.69148,2.81114,2.74012,2.66724,2.92929,2.50816,3.20048,2.87813,2.78554,2.87639,2.80427,2.8461,2.93638,2.72655,2.77126,2.84625
CKAP4,7.4342,7.58328,7.46731,7.55867,7.44852,7.41672,7.61791,7.51968,7.56622,7.62008,7.57259,7.52999,7.52804,7.45711,7.50603,7.39392,7.62515,7.5425,7.50279,7.53029,7.54779,7.66704
MTERFD3,4.6901,4.49477,4.52644,4.60947,4.50502,4.49243,4.43511,4.42526,4.35671,4.13914,4.52312,4.63594,4.45703,4.59127,4.29492,4.60017,4.37359,4.49611,4.15548,4.73894,4.45233,4.43466
CRY1,4.23975,4.36558,4.42541,4.29448,4.31997,4.38495,4.24546,4.39868,4.28096,4.34398,4.34962,4.33214,4.5534,4.61334,4.43344,4.78162,4.59996,4.59575,4.61752,4.60703,4.36248,4.32813
PRDM4,6.14197,6.43291,6.26139,6.51025,6.37921,6.23467,6.35009,6.34278,6.40413,6.38417,6.34895,6.52227,6.55615,6.50878,6.36226,6.60696,6.38909,6.55834,6.57608,6.46354,6.42862,6.42132
CMKLR1,5.7746,5.985,5.83934,5.92128,6.1384,5.63585,5.79083,5.89226,5.97071,5.8052,6.10465,5.32521,6.44501,6.42188,5.62468,6.32312,5.94648,6.1704,6.45396,5.63493,5.48439,6.08192
SART3,5.31967,5.40184,5.40058,5.41148,5.26982,5.36343,5.22822,5.3252,5.32599,5.18879,5.30365,5.44169,5.42924,5.47768,5.44968,5.35933,5.35433,5.47257,5.59301,5.48758,5.28386,5.2713
TMEM119,5.54435,5.55368,5.27454,5.40798,5.65232,5.2037,5.5214,5.31288,5.49386,5.35748,5.47899,5.39282,5.26562,5.36205,5.36745,5.32854,5.40803,5.20326,5.03579,5.42547,5.35645,5.44116
SELPLG,8.70264,9.04858,9.12026,9.04288,9.12095,9.27299,8.92451,9.43203,9.4222,9.42955,9.10324,9.13779,9.21719,9.24581,9.36074,9.32308,9.40869,9.2602,9.0796,9.02816,9.15453,9.37586
CORO1C,7.65978,7.57887,7.8828,7.83115,7.63969,7.71298,7.65355,8.05078,7.87292,8.1539,7.81482,7.68321,7.83447,7.77718,7.92154,8.16084,7.87301,7.94526,7.87615,7.97459,7.95966,7.74689
SSH1,5.35478,5.45379,5.46876,5.58057,5.41711,5.36337,5.25346,5.55796,5.60054,5.60935,5.44871,5.56112,5.58196,5.6074,5.65058,5.53255,5.66821,5.54421,5.39181,5.55152,5.44466,5.61138
SVOP,3.48169,3.54854,3.3469,3.20394,3.51599,3.38308,3.40668,3.31223,3.38963,3.32674,3.4319,3.30208,3.32424,3.38373,3.37849,3.38952,3.36074,3.40422,3.32547,3.31812,3.2976,3.37518
ALKBH2,4.6972,4.71553,4.75682,4.66744,4.83814,4.71817,4.57799,4.52178,4.49597,4.64758,4.65477,4.55638,4.67326,4.74485,4.72714,4.50783,4.7395,4.65841,4.51983,4.78634,4.70096,4.67948
FOXN4,5.5471,5.56467,5.49546,5.36241,5.61914,5.40915,5.47385,5.50333,5.47245,5.46434,5.59716,5.36859,5.46991,5.42522,5.49845,5.32985,5.48499,5.53693,5.42299,5.45103,5.58769,5.51994
KCTD10,5.80268,5.95525,5.89472,5.96744,5.95119,5.88776,6.06014,5.7761,5.9807,6.03205,6.05921,6.02066,6.29193,6.28923,6.12133,6.12601,6.21237,6.48714,6.15756,6.05653,6.14176,5.90226
MMAB,5.53676,5.6243,5.57213,5.5706,5.65896,5.60954,5.56135,5.51037,5.64602,5.73872,5.67672,5.70925,5.80844,5.66636,5.7037,5.59427,5.66109,5.79734,5.71723,5.7892,5.76802,5.63229
TRPV4,4.49153,4.59345,4.53513,4.52971,4.50163,4.62526,4.62876,4.52585,4.55476,4.57395,4.61799,4.44132,4.53616,4.35987,4.58958,4.29467,4.65138,4.47444,4.39609,4.39608,4.58116,4.7017
GLTPP1,6.57732,6.56981,6.61779,6.70548,6.55077,6.55919,6.75452,6.86174,6.7564,6.87557,6.70544,6.77393,6.90561,6.77306,6.98399,6.74153,6.93238,6.99445,7.06327,6.90548,6.87178,6.83574
GIT2,8.52528,8.54573,8.76402,8.71669,8.54242,8.79772,8.58197,8.81815,8.75185,8.69686,8.54875,8.63477,8.56286,8.60294,8.70189,8.66463,8.66982,8.63506,8.49239,8.66793,8.40523,8.65656
C12orf76,4.83213,4.87938,4.8581,4.90459,4.81046,4.83636,4.86291,4.83076,4.87234,4.78896,4.8395,4.79577,4.72548,4.79399,4.72956,4.73129,4.85564,4.74949,4.65505,4.78292,4.77605,4.8083
ANAPC7,5.9159,5.9264,5.99426,6.12643,5.97392,6.12908,6.03975,6.11391,6.08137,6.11682,5.97228,6.15635,6.4195,6.27414,6.41319,6.10219,6.12389,6.39958,6.43034,6.33531,6.12558,6.06367
ARPC3,7.37425,7.27992,7.4723,7.46384,7.11231,7.54801,7.4605,7.91123,7.56523,7.58701,7.31124,7.56801,7.47763,7.50534,7.74442,7.48555,7.64796,7.56149,7.65084,7.53589,7.41787,7.68354
GPN3,4.54452,4.59398,4.63091,4.7881,4.56447,4.70562,4.96267,5.2138,4.86311,5.11244,4.62619,4.9901,5.14487,5.09148,5.35156,5.07199,5.32821,5.30719,5.35891,5.11402,5.11086,4.92925
VPS29,6.05649,5.86386,6.10647,6.08458,5.80832,6.34314,5.96998,6.11685,6.02141,5.7778,5.84345,6.06767,5.96219,5.98934,5.76001,6.17323,6.02958,6.00767,6.21479,6.13915,5.80562,5.87792
PPTC7,7.12391,7.04745,7.38275,7.39432,7.15458,7.81566,7.34442,7.81829,7.53264,7.53789,7.47921,7.39208,7.34931,7.59587,7.52657,7.69734,7.6438,7.41607,7.26939,7.46011,7.28016,7.39481
HVCN1,6.75733,6.63274,6.74072,6.77747,6.62977,6.79438,6.7013,6.74668,6.95307,6.86318,7.01556,6.95982,7.00276,6.9723,7.45303,6.81074,7.01172,7.11829,6.8694,6.99254,7.16211,6.99192
PPP1CC,8.03471,7.96465,8.30776,8.26311,8.08192,8.48102,8.14068,8.45454,8.207,8.29691,8.09226,8.37968,8.47427,8.45312,8.52432,8.33066,8.33321,8.47829,8.78801,8.77316,8.24174,8.13825
MYL2,3.57771,3.62652,3.5344,3.5206,3.63389,3.5706,3.5573,3.62275,3.58602,3.51509,3.54016,3.56005,3.45258,3.47072,3.40526,3.51382,3.51661,3.49642,3.57687,3.38952,3.41848,3.74112
FAM109A,5.43688,5.39993,5.37273,5.3911,5.46799,5.42652,5.45056,5.25014,5.39523,5.48218,5.41497,5.35795,5.36755,5.34878,5.25568,5.15336,5.4536,5.402,5.34619,5.25574,5.54781,5.49506
ATXN2,5.7492,5.80277,5.93986,5.94277,5.84991,6.00904,5.83378,5.95136,6.03135,6.00407,5.94575,5.89314,6.04547,6.06155,6.05517,6.07025,6.03251,6.07651,6.01642,5.97154,5.97498,5.96023
BRAP,5.99935,5.91822,6.11837,6.17017,5.88718,6.26304,6.09099,6.56275,6.277,6.29375,6.40186,6.36381,6.32112,6.4119,6.56069,6.3847,6.41122,6.37972,6.51199,6.51673,6.18948,6.38584
TMEM116,5.51098,5.79066,5.57652,5.65078,5.65099,5.62383,5.68111,5.54021,5.41836,5.53087,5.6962,5.69693,5.80466,5.97354,5.62007,5.82524,5.43318,5.87717,5.88321,5.90433,5.69609,5.339
NAA25,5.0758,4.99109,4.98582,5.05466,4.97056,5.02105,4.86677,4.58413,4.7486,4.57288,4.89032,5.05772,4.89846,5.01552,4.89676,5.05812,4.69218,4.97733,5.05148,4.98133,4.89833,4.64124
C12orf51,6.44866,6.300165,6.361975,6.42883,6.29934,6.294125,6.347785,6.148805,6.2549,6.234435,6.382045,6.3185,6.346585,6.4641,6.25314,6.37913,6.276025,6.28273,6.156015,6.24588,6.240765,6.21144
RPL6P19,6.46452,6.53681,6.72627,6.56631,6.60037,6.84744,6.53234,6.70643,6.47698,6.61763,6.54769,6.80765,6.7805,6.73113,6.80259,6.87173,6.53119,6.76414,7.04322,6.96362,6.64141,6.49535
RASAL1,4.15247,4.24166,4.19229,4.08604,4.22529,4.14248,4.14569,4.13827,4.14891,4.21112,4.20706,4.12446,4.13682,4.18584,4.15463,4.16566,4.09459,4.1019,4.08081,4.04723,4.16843,4.22584
DDX54,5.93803,6.02611,5.90985,6.02413,6.10456,5.92532,6.07198,5.97913,6.03573,6.30243,6.06373,6.16825,6.25787,6.21482,6.28092,6.15367,6.19741,6.2519,6.27652,6.16458,6.33534,6.09445
IQCD,2.75135,2.93075,3.06408,2.57827,2.98257,3.02144,2.65781,2.73907,2.86315,2.83277,2.82453,2.81878,2.61359,2.77779,2.7067,2.85716,2.96866,2.93204,3.0797,2.7624,2.72412,3.03971
SLC24A6,6.73488,6.61029,6.6237,6.55549,6.73383,6.6258,6.5785,6.73679,6.86574,6.83637,6.69273,6.78409,6.79885,6.70266,6.92708,6.58476,6.66373,6.82708,6.66119,6.7438,6.92279,6.83327
SDS,3.41171,3.51451,3.3698,3.30035,3.60185,3.63769,3.46629,3.39872,3.45377,3.58171,3.56617,3.37318,3.42731,3.32688,3.49773,3.29197,3.5115,3.3459,3.42524,3.17422,3.47955,3.47467
LHX5,4.20508,3.89521,4.00993,3.91808,3.97324,3.97126,4.07812,3.91428,4.01383,4.21929,3.93067,3.88911,3.97563,3.94154,4.08368,3.98589,3.92553,3.81905,4.29184,4.08052,4.31415,4.14228
RBM19,6.18939,6.14961,6.13427,6.16165,6.14202,6.08795,6.00789,5.85248,6.03087,6.10845,5.86814,6.08399,6.29706,6.25586,6.25365,6.04521,5.99732,6.35977,6.23671,6.20036,6.13947,5.91312
TBX5,3.44439,3.44536,3.39272,3.29966,3.45535,3.42745,3.41072,3.35069,3.24532,3.37723,3.35979,3.279,3.24531,3.28781,3.29142,3.37339,3.42991,3.30082,3.37946,3.30008,3.2999,3.54578
TBX3,4.08682,4.12527,4.13236,4.03335,4.11304,3.95928,3.99947,4.06727,4.02548,4.11115,4.21133,3.97998,4.00585,3.96015,4.13246,3.94007,4.09541,4.08405,4.02059,4.05439,4.14716,4.18435
MED13L,8.52783,8.43601,8.61606,8.69153,8.58287,8.85644,8.49051,8.80004,8.77988,8.53801,8.57972,8.68207,8.53788,8.60011,8.7207,8.68844,8.65235,8.45954,8.31632,8.62726,8.37573,8.63216
C12orf49,6.09788,6.40965,6.38509,6.31836,6.1563,6.35274,6.3848,6.48725,6.4999,6.72372,6.45906,6.36874,6.67151,6.59443,6.79216,6.61771,6.561,6.88637,6.68685,6.48894,6.60735,6.62495
HRK,4.85281,4.45453,4.61982,4.62259,4.33325,4.40369,4.75187,4.49843,5.31439,5.08169,4.74076,4.99673,5.30732,4.65468,4.61998,4.78813,4.46822,4.85272,4.37162,4.69569,4.64542,4.65535
TESC,5.43029,5.67061,5.50259,5.69423,5.41093,5.44923,5.61964,5.5514,5.74604,5.76573,5.7814,5.79205,5.89787,5.61389,5.94003,5.70311,5.95893,5.77838,5.74108,5.65002,5.77548,5.88085
FBXO21,5.60812,5.57794,5.6405,5.70505,5.60605,5.64017,5.47907,5.63665,5.59183,5.70508,5.59789,5.82342,5.84062,5.96156,5.83007,5.8125,5.69964,5.95888,6.14059,6.08323,5.84393,5.57389
NOS1,3.99924,3.93281,3.96022,3.8918,3.96313,3.96169,3.98812,3.96396,3.92102,3.94319,3.95541,3.84207,3.87525,3.88214,3.88533,3.85512,3.94059,3.85084,3.8467,3.92094,3.96345,4.00433
KSR2,3.40079,3.62807,3.3805,3.40798,3.43561,3.59177,3.4014,3.28701,3.36474,3.3839,3.34686,3.27951,3.39404,3.35788,3.33767,3.30531,3.38248,3.34802,3.35491,3.29681,3.43986,3.60484
WSB2,6.56482,6.76545,6.57711,6.9257,6.29322,6.59021,7.07598,7.16797,7.46877,7.35897,6.91105,6.70997,7.00733,6.77153,6.99383,6.83423,7.0391,7.05229,7.25036,6.86167,6.89461,7.00456
VSIG10,4.26073,4.15929,3.89301,4.68745,4.13507,3.80278,4.39105,4.47118,5.32582,4.50953,4.39369,4.09169,4.20551,3.95743,4.2117,3.72329,4.28175,4.33614,4.23261,4.22067,4.26994,4.15209
TAOK3,7.27406,7.14753,7.36796,7.37029,7.23949,7.45366,7.20782,7.4793,7.41186,7.28789,7.36121,7.4423,7.37471,7.37051,7.42077,7.62786,7.24085,7.33534,7.50464,7.49017,7.18574,7.25851
CIT,3.38233,3.39165,3.2871,3.33741,3.29572,3.32966,3.47996,3.31683,3.31973,3.3898,3.32843,3.31197,3.34691,3.32926,3.33392,3.27288,3.47949,3.41821,3.37625,3.39557,3.38115,3.38295
RAB35,6.90955,7.25695,7.24217,7.27087,7.14141,7.10283,7.22603,7.64105,7.45952,7.58051,7.23211,7.44594,7.52782,7.54782,7.65312,7.47818,7.72115,7.52851,7.55886,7.42039,7.42456,7.50941
GCN1L1,6.27181,6.394,6.33081,6.28292,6.3663,6.28483,6.29618,6.22043,6.23028,6.42908,6.29211,6.4122,6.55768,6.47816,6.59443,6.41612,6.33868,6.61354,6.61642,6.47482,6.49959,6.29164
RPLP0,9.53745,9.57846,9.70539,9.63062,9.67789,9.8773,9.72058,9.68289,9.6951,9.8833,9.75049,10.02547,10.05686,9.86508,9.9776,9.90143,9.75519,9.96689,10.10673,10.07538,9.94208,9.69038
PXN,7.16534,7.36286,7.3892,7.16865,7.26608,7.15572,7.13026,7.39663,7.50276,7.38688,7.28242,7.27787,7.14525,7.20259,7.29735,7.3853,7.36372,7.11029,6.9216,7.06998,7.27313,7.36531
Q8WY95_HUMAN,8.98831,9.1442,9.09579,9.04715,9.06224,8.82989,8.98498,8.8474,8.95605,8.81255,8.98924,8.93072,8.86068,8.80665,8.65645,8.77355,9.11942,8.89819,8.52822,8.64984,8.887,9.00626
NR_003137.1,10.86839,11.26731,11.31627,10.53993,10.63044,11.39628,10.54826,10.38658,11.14142,10.21841,11.01416,10.83914,10.05878,10.59474,9.70948,10.93193,10.17218,9.81043,10.87236,10.32324,10.26408,10.6271
PLA2G1B,3.61099,3.72703,3.50054,3.53904,3.5455,3.59271,3.65237,3.48817,3.71943,3.76613,3.72749,3.37623,3.42926,3.43245,3.41466,3.58211,3.52028,3.57023,3.66752,3.59475,3.54909,3.57291
MSI1,4.94058,5.04566,4.92143,4.90014,4.92179,4.93781,4.98389,4.83671,4.92821,5.00656,4.97082,4.95505,4.93249,4.84531,4.95783,4.95437,4.89323,4.89815,4.95501,4.92053,4.97858,5.02149
TRIAP1,4.76955,4.81006,4.76863,4.75101,4.83743,4.86565,4.6728,4.91773,4.87256,4.93937,4.80845,5.03504,4.98453,4.86664,5.10466,4.61082,4.87845,4.84294,4.99441,4.8619,4.81569,4.90076
SRSF9,7.16167,7.15696,7.23403,7.14326,7.11822,7.18816,7.06229,7.10488,6.99143,7.07189,7.09295,7.1942,7.18773,7.15151,6.98563,7.11509,7.04133,7.13235,7.16908,7.19948,7.04925,7.03059
COQ5,4.83163,5.09608,5.25137,5.16905,4.87536,4.96058,5.04954,5.47714,5.10044,5.24931,5.19712,5.48047,5.42735,5.36884,5.49391,5.34339,5.22204,5.61154,5.98998,5.61969,5.17551,5.07441
POP5,5.68195,5.55207,5.48667,5.58103,5.55466,5.3118,5.51516,5.4547,5.55641,5.45503,5.53515,5.54751,5.56801,5.56173,5.44975,5.33885,5.51544,5.46565,5.37272,5.55538,5.40598,5.49281
SPPL3,7.12818,6.9793,7.28058,7.27409,7.0449,7.27163,7.1866,7.52141,7.23724,7.57173,7.16059,7.28408,7.48107,7.33943,7.60382,7.55313,7.51647,7.37153,7.38029,7.4477,7.38734,7.23308
HNF1A-AS1,3.1196,3.39156,3.00517,2.91877,3.43743,3.21866,3.56754,2.89347,3.37169,3.26446,3.47894,3.59861,3.19369,2.94084,3.1529,2.95342,3.3479,3.35705,2.69605,2.77747,2.73486,3.28275
C12orf43,4.86136,4.69431,4.86984,4.77361,4.92382,4.95946,5.03243,4.91478,4.94426,5.21939,4.95679,5.15234,5.27315,5.10377,5.3019,4.86621,4.93559,5.12705,5.27885,5.08061,5.12323,4.92751
