,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
ALX3,5.76196,5.83326,5.67974,5.66483,5.86977,5.81487,5.65184,5.5703,5.65047,5.79595,5.68789,5.69738,5.59244,5.75874,5.62809,5.49119,5.71657,5.70335,5.57712,5.70756,5.78682,5.83924
Q9UHU7_HUMAN,4.68269,4.57834,4.12105,4.30789,4.20395,3.96524,4.69316,4.5476,4.60127,4.45646,4.13035,4.6835,4.60957,4.76262,4.46854,4.88572,4.51026,4.76387,4.88663,4.1637,4.32469,4.3427
SLC16A4,4.91818,4.79433,4.79801,4.64293,4.73987,4.18901,4.70552,4.41287,4.66227,4.28509,4.74013,4.34514,4.19828,4.48312,3.91047,4.18514,4.45368,4.48933,4.09837,4.26469,4.23401,4.57643
HBXIP,5.39873,4.9425,5.38983,5.31378,5.03932,5.27048,5.35354,5.66958,5.25994,5.30551,5.13785,5.35683,5.47163,5.42389,5.56208,5.36506,5.40603,5.49301,5.71789,5.5419,5.1396,5.20924
KCNA10,4.20278,4.07328,4.01366,4.14793,3.98397,4.19175,3.93214,3.9509,3.96803,4.00528,4.19128,3.8829,3.9891,3.8388,3.9063,3.88431,3.96989,3.85021,3.94614,3.97432,4.14426,4.10359
KCNA2,3.4828,3.23154,3.50457,3.28876,3.31291,3.4921,3.33945,3.22248,3.50003,3.42659,3.38228,3.13305,3.43068,3.15915,3.11025,3.52945,3.36015,3.20178,2.97398,3.32923,3.18591,3.26055
KCNA3,7.38203,7.42782,7.41545,7.31414,7.38712,7.31516,7.45638,6.96969,6.82122,6.92466,7.29164,7.35794,7.19653,7.48598,7.06392,7.73742,6.87331,7.27977,7.09085,7.29185,7.24888,6.94492
LRIF1,5.36744,5.44353,5.5648,5.58122,5.33179,5.88891,5.56505,6.02048,5.72429,5.4658,5.62956,5.54104,5.67699,5.79403,5.88331,5.77727,5.654,5.71077,5.69329,5.92569,5.62954,5.57523
DRAM2,6.73216,6.59028,6.76408,6.65819,6.56631,6.89959,6.86116,6.80022,6.67894,6.61542,6.61411,6.79411,6.78623,6.7248,6.82156,6.70831,6.64421,6.7571,6.93337,6.82144,6.7845,6.67499
DENND2D,7.13164,7.31397,7.23886,7.19247,7.40603,7.24478,7.09535,7.05696,7.1835,7.25735,7.27395,7.22652,7.3802,7.31436,7.4144,7.29041,7.10157,7.55187,7.55338,7.35296,7.21203,7.13327
OVGP1,3.61635,3.35846,3.40316,3.39991,3.62348,3.30194,3.29909,3.16993,3.28266,3.18628,3.29877,3.50194,3.27841,3.33917,3.26143,3.09962,3.28436,3.09968,3.43321,3.28903,3.35781,3.32374
WDR77,5.49744,5.60452,5.49929,5.42812,5.35307,5.40712,5.33291,5.12381,5.32246,5.43132,5.37636,5.46837,5.47726,5.33604,5.53939,5.27593,5.31975,5.53705,5.62279,5.47778,5.5292,5.18641
ADORA3,4.78003,4.7654,4.27979,4.90581,4.78666,4.93053,4.37269,4.33782,5.41388,4.7796,4.42762,4.66528,5.16295,4.83502,5.00676,4.35248,4.67969,4.61449,5.08626,4.90387,4.39084,4.84655
FAM212B,6.42631,6.58418,6.73338,6.6819,6.72266,6.70495,6.2906,7.06225,6.90615,6.91162,6.76598,6.69742,6.44299,6.81895,6.76263,6.7562,7.01828,6.66698,6.10298,6.71579,6.49586,6.76629
KCND3,4.10141,4.05285,3.94495,3.89814,4.08029,3.72645,3.84873,4.16692,4.01093,4.05451,4.16469,3.96346,4.08893,3.88918,4.06009,4.26525,4.15196,4.20098,4.15621,4.03047,4.15856,4.02018
ST7L,4.4505,4.43638,4.40014,4.58067,4.52937,4.72574,4.6747,4.63909,4.58059,4.66146,4.7001,4.59679,4.63526,4.66559,4.75427,4.64159,4.77793,4.61734,4.71808,4.84391,4.66272,4.65236
RHOC,6.50669,6.81126,6.38982,6.56544,6.57314,6.3561,6.74186,6.36613,6.46582,6.82643,6.88652,6.64236,6.7974,6.64396,6.57231,6.76642,6.73092,6.75671,6.83119,6.45802,6.83733,6.44689
PPM1J,4.35363,4.4003,4.31576,4.23445,4.4461,4.39873,4.40267,4.33568,4.3147,4.40362,4.42336,4.30178,4.26005,4.1718,4.314,4.37265,4.3765,4.25648,4.33638,4.33812,4.35525,4.43673
SLC16A1,3.44535,3.55342,3.68684,3.45089,3.54896,3.64805,3.64486,3.45307,3.51937,3.65058,3.63489,3.64385,3.61942,3.63356,3.51857,3.59937,3.582,3.73797,3.73575,3.7108,3.7597,3.56709
PHTF1,4.57496,4.37503,4.52518,4.55413,4.32851,4.46296,4.52262,4.86777,4.6043,4.53681,4.38747,4.51507,4.38187,4.41816,4.24181,4.58312,4.51258,4.25568,4.46943,4.55831,4.4457,4.42929
PTPN22,6.8097,6.92138,7.13281,7.16875,6.97351,7.36786,7.14851,7.32661,6.93576,7.00804,7.01336,6.9796,7.37305,7.42484,7.12991,7.17385,6.99495,7.25982,7.62981,7.26514,6.97513,7.02479
RSBN1,6.12483,6.09486,6.25329,6.21062,6.20315,6.28714,6.14543,6.52888,6.18807,6.19757,6.26765,6.39107,6.35628,6.46003,6.35021,6.52412,6.152,6.45517,6.58276,6.5911,6.26628,6.22314
BCL2L15,2.60895,2.44042,2.52104,2.48771,2.44107,2.33326,2.9883,2.45305,2.47713,2.45479,2.61453,2.58327,2.64173,2.32898,2.41153,2.53518,2.56624,2.59285,2.45076,2.47902,2.39718,2.37926
AP4B1,5.14136,5.36819,5.42767,5.30541,5.3076,5.21532,4.96205,4.99197,5.13322,4.9501,5.1464,5.04207,5.18595,5.23383,5.02696,5.17689,5.04679,5.28157,5.17845,5.13641,5.01381,5.00622
SYT6,4.10023,4.26156,3.93302,4.07984,4.14998,4.29648,4.22008,4.14088,4.01848,4.25555,4.09163,4.10421,4.08467,4.09974,4.11181,4.15206,4.13379,4.11817,4.11862,4.09663,4.08815,4.23587
TRIM33,7.34202,7.27186,7.39496,7.54953,7.44683,7.80808,7.37024,7.64104,7.407,7.12533,7.33792,7.54669,7.40923,7.55791,7.39939,7.55031,7.289,7.28775,7.48928,7.59617,7.26429,7.25926
BCAS2,6.32313,6.36856,6.44755,6.4897,6.54654,6.63157,6.45929,6.26397,6.27142,6.12108,6.44034,6.57735,6.52243,6.68745,6.43985,6.40279,6.24313,6.41933,6.69512,6.76633,6.35976,6.12831
DENND2C,3.75564,3.48523,3.57246,3.84092,3.74219,3.54073,3.91714,3.5989,3.65397,3.79479,3.98874,3.72631,3.94858,3.69553,3.552,4.14883,3.77285,3.67686,3.62064,3.72542,4.02203,3.64638
AMPD1,2.24724,2.12628,2.20085,2.18224,2.19231,2.20015,2.31162,2.10064,2.19544,2.21888,2.11853,2.11383,2.13341,2.05272,2.15127,2.31405,2.1831,2.15029,2.15241,2.24104,2.12606,2.22614
CSDE1,8.22071,8.15318,8.42707,8.40487,8.26353,8.64927,8.28619,8.65555,8.28923,8.23333,8.2949,8.49386,8.4952,8.55588,8.48526,8.52219,8.33078,8.42464,8.70343,8.6166,8.35238,8.33361
SIKE1,5.6787,5.76969,5.84267,5.88668,5.84968,5.74909,5.72984,6.04048,5.88627,5.75502,5.93528,6.01227,5.92885,6.16645,6.01563,6.07349,5.73386,6.02843,6.06195,6.04613,5.90297,5.78717
TSPAN2,6.24744,6.1661,6.84662,6.85292,6.45883,7.26062,6.34379,7.45969,6.7551,7.06967,6.89303,6.33426,6.79323,6.91605,6.706,7.27375,7.57106,7.08588,6.93827,7.00499,6.30691,6.90897
NGF,4.61001,4.71131,4.64247,4.71205,4.78201,4.73249,4.6747,4.84849,4.58286,4.60405,4.77759,4.62042,4.56416,4.56952,4.64722,4.58003,4.65882,4.55459,4.484,4.5259,4.80177,4.71134
CASQ2,2.60175,2.57182,2.67504,2.57683,2.55554,2.61065,2.47012,2.79491,2.58484,2.62677,2.67538,2.4284,2.55879,2.52992,2.46821,2.57979,2.55588,2.44251,2.57092,2.58303,2.57861,2.63585
NHLH2,1.95122,1.84602,1.83935,1.75638,1.85594,1.81441,1.98952,1.79607,1.75294,1.9092,1.86844,1.77115,1.86974,1.92272,1.90253,2.01034,1.94678,1.76661,1.86325,1.86249,1.91832,1.92346
ATP1A1OS,5.28743,5.61462,5.31931,5.35985,5.4819,5.14446,5.31573,4.96382,5.23618,5.25638,5.38414,5.16907,5.34173,5.2955,5.28871,5.12204,5.32894,5.47468,5.28023,5.25865,5.36157,5.3239
CD58,5.43464,5.46714,5.58228,5.84125,5.48042,6.01887,5.66264,6.08373,5.80948,5.61535,5.47636,5.7463,5.60396,5.58278,5.67851,5.79456,5.71916,5.5001,5.85427,5.89987,5.32617,5.70223
IGSF3,4.11735,4.19671,4.07329,4.07858,4.06225,4.03072,4.0566,4.18714,3.98968,4.15431,4.08011,4.01421,4.05309,4.14777,4.07775,3.89815,4.1278,4.03531,3.95861,4.13218,4.15377,4.18263
TRIM45,3.66937,3.81877,3.76267,3.5915,3.79092,3.66219,3.6387,3.66732,3.66396,3.67364,3.70256,3.65889,3.68214,3.66751,3.64014,3.5787,3.65578,3.61071,3.3963,3.59682,3.60371,3.67461
VTCN1,2.74439,2.67956,2.67474,2.72854,2.68593,2.68454,2.74403,2.80999,2.70786,2.71023,2.73726,2.72534,2.44821,2.6184,2.68469,2.53694,2.75618,2.57399,2.51426,2.58867,2.73559,2.70338
GDAP2,6.55166,6.50614,6.85418,6.69442,6.47125,6.95627,6.76186,6.97028,6.84772,6.41479,6.58143,6.77743,6.51286,6.66517,6.69135,6.86683,6.55136,6.59084,6.69309,6.77568,6.47668,6.67829
SPAG17,1.93477,1.91859,1.89611,1.86645,1.88991,1.95552,1.85615,1.91904,1.85489,1.87928,1.86077,1.86067,1.88854,1.85915,1.87085,1.80892,1.89742,1.85015,1.79449,1.8465,1.90042,1.87026
TBX15,2.61567,2.52382,2.538,2.52808,2.55359,2.55247,2.63276,2.49541,2.4807,2.62619,2.41087,2.45264,2.47032,2.51892,2.58946,2.59131,2.53298,2.52933,2.41471,2.47681,2.50213,2.47898
WARS2,4.54885,4.63835,4.5333,4.51095,4.38108,4.535,4.51557,4.39616,4.26599,4.40732,4.68388,4.60134,4.48231,4.62329,4.7362,4.50839,4.57303,4.50861,4.68344,4.7034,4.66012,4.4539
ZNF697,4.01621,4.06118,4.03925,3.73328,3.78443,3.32761,3.94825,4.08404,3.63994,3.89003,4.01144,3.7449,3.9082,4.04357,3.80664,3.8442,4.21961,4.05559,3.69244,3.54438,4.11718,3.62634
HMGCS2,3.20673,3.11785,3.16858,3.16301,3.25951,3.26505,3.26502,3.15105,3.21527,3.25079,3.18876,3.11969,3.06904,3.04753,3.23422,3.05581,3.28979,3.17856,3.10399,3.14597,3.1777,3.3131
REG4,2.69547,2.67993,2.91526,2.60422,2.74401,2.69067,2.64329,2.58193,2.64087,2.65556,2.76386,2.69956,2.78367,2.62522,2.81813,2.75675,2.63298,2.62867,2.70667,2.62881,2.76959,2.70756
ADAM30,2.58964,2.35005,2.37052,2.38951,2.64246,2.45811,2.31632,2.65986,2.56885,2.34608,2.3209,2.32161,2.50205,2.23864,2.22581,2.53379,2.39104,2.41402,2.7453,2.39308,2.43853,2.37984
NOTCH2,8.68347,8.63119,8.74992,8.78666,8.56339,8.92289,8.62932,8.90703,9.01117,8.7256,8.7152,8.666,8.54958,8.73154,8.82989,9.00415,8.9025,8.63384,8.51758,8.68807,8.60973,8.79837
FCGR1B,6.33651,6.478,6.89166,7.16395,6.36396,7.61722,8.01276,8.45796,7.05474,7.75542,6.8763,6.40945,6.92004,6.66322,7.25437,6.60331,6.77437,6.7118,7.67595,6.4304,7.02262,7.11065
Q8NF67_HUMAN,2.66646,2.74187,2.73466,2.69429,2.337,2.41795,2.58579,2.25835,2.96718,2.18887,2.50788,2.40703,2.44336,2.24806,2.34758,2.53238,2.30968,2.61101,2.24545,2.1744,2.20996,2.46679
PPIAL4E,3.80573,4.02766,3.83531,3.99008,3.99861,3.77331,3.58912,3.86945,3.83546,3.66409,3.77262,3.70149,3.61018,3.65466,3.49061,4.12035,3.52508,3.97484,3.77488,3.61975,3.90737,3.6313
LOC728920,5.62682,5.52741,5.51451,5.5074,5.57963,5.42509,5.43068,5.29092,5.35944,5.26866,5.54114,5.49698,5.49265,5.42191,5.33285,5.56811,5.27875,5.4122,5.16021,5.39534,5.46179,5.31885
POLR3GL,4.36213,4.80781,4.21082,4.54488,4.53209,4.30568,4.36387,4.29555,4.51061,4.37897,4.51054,4.58699,4.6921,4.77005,4.57896,4.66949,4.39756,4.58135,4.68554,4.45448,4.55205,4.35955
GNRHR2,7.410775,7.25329,7.016815,7.1681,7.31692,6.916405,7.251605,6.942265,7.1891,6.940365,7.112015,7.230235,6.949095,7.158585,6.912785,6.941995,7.06056,7.0161,7.038245,6.898625,7.06848,7.098415
NUDT17,5.18514,5.32161,4.92043,5.21459,5.18978,5.0353,5.08141,5.01925,5.3169,5.14528,5.30116,5.20527,5.30171,5.29216,5.1971,4.96638,5.04491,5.25232,5.36174,5.09756,5.21565,5.23808
POLR3C,6.28649,6.29947,6.27246,6.4813,6.44014,6.54322,6.4079,6.32501,6.37394,6.39499,6.30018,6.42973,6.77114,6.56594,6.66379,6.52029,6.43894,6.66957,6.77855,6.54272,6.52021,6.33908
CD160,4.42234,4.73244,3.91151,4.35342,5.09375,4.15723,4.66376,4.73975,4.35524,4.47457,5.21377,4.04834,4.92237,5.19431,5.04925,4.57121,4.78242,5.18594,5.10572,4.82924,4.6752,4.13893
NBPF11,6.56472,6.36945,6.65821,6.37469,6.50558,6.67908,6.27263,6.13552,6.42537,6.09644,6.34773,6.58229,6.7358,6.44303,6.17037,6.44024,6.19778,6.41725,6.46326,6.54422,6.30122,6.14837
LOC100130236,5.880575,5.939015,5.558235,5.4745,5.684455,5.75763,5.6541,5.634595,5.65963,5.77467,5.593065,5.36719,5.71986,5.385385,5.911955,5.406395,5.53525,5.46411,5.389885,5.528095,5.519045,5.96382
PRKAB2,5.52277,5.69519,5.56101,5.63638,5.5548,5.50601,5.47667,5.39112,5.44707,5.4905,5.44607,5.51913,5.72305,5.6499,5.42352,5.74284,5.33744,5.55252,5.39747,5.63513,5.49306,5.40295
FMO5,4.41809,4.48412,4.40799,4.60517,4.46389,4.44638,4.3262,4.4312,4.38218,4.32216,4.3583,4.31364,4.32485,4.31438,4.13027,4.56129,4.64541,4.34103,4.30247,4.38459,4.44112,4.49821
ACP6,4.87999,4.81431,4.86372,4.84975,4.94115,4.64641,4.82068,4.5694,4.97524,4.68588,4.72532,4.91716,4.99499,4.67624,4.81366,4.61766,4.67265,4.71273,4.72221,4.80782,4.86809,4.85404
GJA5,4.80152,4.51881,4.94508,4.52641,4.72011,4.42875,4.4988,4.49789,4.56968,4.5134,4.69969,4.52808,4.52598,4.53759,4.26909,4.48404,4.3782,4.40887,4.3339,4.42321,4.61062,4.4343
NBPF24,7.0808,6.88862,7.08368,6.97445,7.07305,7.2243,6.86698,6.58486,7.00095,6.57597,6.87766,7.08838,6.91294,6.89921,6.57645,7.01295,6.6888,6.87254,6.75185,6.89065,6.76328,6.62903
LOC100286793,7.05496,6.9991,6.90764,7.02554,7.01489,6.92248,7.08145,6.84565,6.96576,6.86082,6.92063,6.87017,6.82862,6.88125,6.73575,6.69398,6.86228,6.84289,6.76092,6.76554,6.7731,6.94168
NBPF14,7.46738,7.34589,7.79857,7.42012,7.2446,7.83921,7.22511,7.30447,7.67439,6.49926,7.43133,7.41594,7.01185,7.23164,6.53171,7.60777,7.02763,6.9803,7.14248,7.15949,6.99903,6.99661
AE01,7.23266,7.09533,7.34361,7.08985,7.05495,7.41265,6.95658,6.85288,7.40743,6.42783,7.00089,7.13944,6.63113,6.94999,6.47348,7.20962,6.75825,6.6675,6.70808,6.92643,6.62031,6.80259
NM_001025303,4.74114,5.62286,5.43046,5.18617,4.94754,5.18176,5.85638,5.7449,5.53261,5.63691,5.38068,5.64698,5.09883,5.32378,5.76098,5.61874,5.71328,5.49898,6.07698,5.72472,5.59619,5.55277
Q5TEC7_HUMAN,3.11066,3.50835,3.13436,3.05587,3.20275,3.27453,3.56598,2.63843,3.10414,2.88947,3.07088,3.51803,3.2685,3.21919,3.12017,3.61588,3.62541,3.27491,3.89986,3.4997,3.22745,3.22209
LOC729189,4.05754,4.40888,4.2038,4.7224,3.84516,3.86764,4.94978,4.28462,4.43312,4.57485,4.34268,3.8947,3.76071,4.1683,4.07724,4.03984,4.06034,3.99235,4.13922,3.92348,4.23202,4.36254
HIST2H2BF,7.38912,7.91913,8.37154,8.14572,7.74849,7.83319,7.95634,8.56321,8.34403,8.20308,7.77844,8.11062,7.9101,7.77853,8.36075,8.07307,8.51084,8.18028,8.11259,8.6226,8.21586,8.32476
HIST2H3A,6.01947,6.29953,6.18958,6.33778,6.21251,6.08752,6.59202,6.56443,6.26649,6.37334,6.34927,6.43873,6.3155,6.23241,6.36653,6.17066,6.77711,6.21192,6.30181,6.29269,6.23064,6.45936
HIST2H4A,5.21385545454545,5.37213181818182,5.62107,5.43245,5.24150727272727,5.61029454545455,5.67523181818182,5.85350818181818,5.44762727272727,5.69448363636364,5.38843272727273,5.72786545454545,5.80807545454545,5.72560454545455,5.78409636363636,5.77572909090909,5.68011363636364,5.80874545454546,6.20265090909091,6.16690090909091,5.65586636363636,5.69121454545455
HIST2H2BE,8.05329,8.32933,8.51337,8.4627,8.09406,8.33482,8.52986,8.82718,8.40927,8.76093,8.4575,8.74525,8.62966,8.27185,8.7015,8.90153,8.97069,8.47891,8.55721,8.97191,8.67594,8.56118
HIST2H2AB,6.25261,6.62807,6.3403,7.01445,6.62239,6.9331,7.17027,7.20008,6.82335,7.09921,7.05285,7.52441,6.89,7.02297,7.33778,6.64637,7.58865,7.18735,7.78801,7.6821,7.23874,7.0288
SV2A,4.12564,4.20095,4.06931,4.07819,4.04657,4.0895,4.09754,4.0244,4.00985,4.145,4.06665,4.03097,4.19852,4.08239,3.92093,4.05845,4.10594,4.15499,3.92666,4.01769,4.18097,4.13847
SF3B4,5.8243,5.87629,5.98302,6.00139,5.87824,6.06087,6.02885,6.1513,6.16516,6.20655,6.1118,6.0902,6.22302,6.23371,6.30425,5.9422,6.1854,6.19234,6.14697,6.12015,6.40591,6.15819
MTMR11,4.6524,4.72902,4.83351,4.68573,4.68347,4.76884,4.94907,4.76852,4.80231,4.84069,4.75888,4.78952,4.78836,4.65313,4.82106,4.71506,5.14519,4.81943,5.31838,4.79338,4.99799,4.85373
OTUD7B,4.03363,4.11573,4.01604,4.09574,4.13486,3.96318,4.01352,3.99834,3.96355,3.92365,4.03241,3.85542,4.12061,4.04343,4.06681,4.07825,4.0602,4.08419,4.14203,3.98956,4.0043,4.04328
ANP32E,5.71942,5.65651,5.75036,5.7817,5.43798,5.92464,5.67568,5.84582,5.59097,5.59338,5.67665,5.82979,6.11746,5.85173,5.9593,5.79118,5.58083,5.85084,6.52506,6.22312,5.76577,5.49668
APH1A,6.02554,6.15263,6.04316,6.12852,5.8891,6.1182,6.17648,6.15486,6.04234,6.16187,6.12291,6.22491,6.11793,6.02353,6.08446,6.20533,6.20996,6.17402,6.36074,6.31421,6.16034,6.16929
C1orf138,6.20986,6.23096,6.33266,5.92735,6.09294,6.13869,6.31495,6.09167,6.44038,6.09801,6.27141,6.03995,5.67876,6.14016,5.96874,6.44162,6.09692,5.80427,5.67667,5.66838,5.79912,5.98222
MCL1,8.64725,8.74304,8.918,8.99846,8.85997,9.31014,8.77417,9.20538,8.90636,8.79876,8.86208,8.85281,8.66364,8.99855,8.86506,9.05472,8.98415,8.86545,8.69469,8.98774,8.52734,8.80525
ENSA,6.24379,6.14721,6.19925,6.50676,6.19862,6.38043,6.37521,6.3917,6.25395,6.49216,6.2831,6.43333,6.55702,6.46255,6.38767,6.33826,6.54579,6.55534,6.74335,6.44925,6.38437,6.28374
GOLPH3L,5.22482,5.48142,5.55936,5.32798,5.66958,5.60766,5.25713,5.62277,5.42007,5.19691,5.29437,5.52045,5.45134,5.62199,5.45113,5.83097,5.28694,5.65162,5.71492,5.50742,5.36684,5.31269
HORMAD1,3.69595,3.56843,3.97989,3.52332,3.73903,4.34933,3.49249,5.00079,4.35187,3.68593,3.61409,3.43344,2.83325,3.72272,3.67075,4.23072,3.62464,3.63823,3.72499,3.72867,3.23148,3.8227
CTSS,8.96938,8.73153,9.19999,9.1531,8.92727,9.56028,9.15503,9.59341,9.26752,9.36606,9.04145,9.2435,9.14715,9.23808,9.39215,9.18831,9.27939,9.27144,9.49681,9.36989,9.07946,9.23056
CTSK,5.31992,5.16403,5.13691,4.86007,5.1795,5.21319,4.51998,4.87508,4.9021,4.62242,4.5652,4.87084,4.54357,4.91536,4.20858,4.6493,4.54615,4.38237,4.4274,4.68691,4.37415,4.71136
ARNT,7.27374,7.2504,7.42282,7.44029,7.38626,7.54717,7.34216,7.53651,7.46617,7.59963,7.30691,7.52014,7.69456,7.61245,7.64362,7.53254,7.51029,7.71793,7.62615,7.54856,7.52118,7.51546
CERS2,8.23893,8.31142,8.26419,8.5632,8.51435,8.43031,8.4874,8.52089,8.54763,8.73601,8.32682,8.41898,8.7654,8.57198,8.66726,8.47457,8.70335,8.66973,8.64524,8.48627,8.65538,8.53219
FAM63A,6.6739,6.95951,7.2066,6.90638,6.8509,6.97956,6.83004,7.34363,7.242,7.50125,7.17118,7.02541,6.9128,7.04874,7.22204,7.35389,7.4989,7.17963,6.63976,7.0633,6.97129,7.27204
CDC42SE1,9.17562,9.32766,9.33672,9.30009,9.42118,9.41719,9.07511,9.38758,9.38194,9.31855,9.25188,9.35921,9.39032,9.3485,9.41714,9.35817,9.36682,9.37694,9.3426,9.41554,9.19197,9.3429
SEMA6C,4.56108,4.63902,4.53318,4.40167,4.68828,4.48166,4.61092,4.46298,4.54295,4.51135,4.57464,4.45656,4.47452,4.46469,4.44307,4.43582,4.56347,4.48286,4.37714,4.45609,4.54725,4.55711
LYSMD1,5.00781,5.11448,5.23209,5.10783,4.66769,4.68084,4.80688,5.4662,5.34198,5.35484,4.53851,4.72933,4.54313,4.87981,5.35918,4.86136,5.36837,5.5,4.75084,4.78356,4.94571,5.52396
TMOD4,4.41934,4.44407,4.23816,4.38478,4.2626,4.22136,4.31142,4.24074,4.37609,4.19368,4.35778,4.19513,4.27564,4.37033,4.33981,4.21754,4.23705,4.35668,4.20111,4.2233,4.26752,4.51778
VPS72,6.44204,6.51491,6.75129,6.71401,6.54092,6.66805,6.61221,6.98304,6.65346,6.86476,6.49507,6.79341,7.12171,6.93104,7.08522,6.71433,6.80772,7.00598,7.21784,7.03589,6.91611,6.65179
LOC100507670,4.77394,4.54368,4.65664,4.29422,4.67899,4.47005,4.52932,4.87174,5.49445,5.01668,5.03422,4.52946,4.50566,4.3184,5.14424,4.46809,4.84141,4.54574,4.20458,4.78963,4.52704,4.62479
PI4KB,6.27937,6.27204,6.26509,6.37411,6.2041,6.32003,6.30047,6.39067,6.49536,6.53793,6.37892,6.51141,6.56179,6.4472,6.54868,6.38317,6.45108,6.55538,6.54383,6.57275,6.50625,6.35624
RFX5,5.48068,5.64456,5.46912,5.63381,5.49873,5.45322,5.63188,5.39063,5.47844,5.6028,5.44287,5.56174,5.59686,5.62066,5.57893,5.49935,5.53622,5.69568,5.71895,5.59423,5.62286,5.4156
SELENBP1,4.69026,4.53887,4.4591,4.45328,4.58489,4.63278,4.60491,4.55016,4.48239,4.48797,4.5665,4.54815,4.73906,4.4449,4.77792,5.72809,4.82446,4.52053,4.37277,4.35001,4.30426,4.73638
POGZ,7.08781,7.10531,7.24855,7.06835,7.27944,7.34238,7.15564,7.15513,7.10653,7.16343,7.14873,7.25443,7.26749,7.42872,7.26806,7.19954,7.10289,7.41769,7.18416,7.16649,7.18902,7.07432
CELF3,4.53814,4.66559,4.69821,4.63488,4.61745,4.54933,4.66319,4.72111,4.60254,4.64978,4.67111,4.52821,4.60364,4.51186,4.60268,4.48512,4.61694,4.6472,4.60493,4.56181,4.64028,4.72612
MRPL9,6.0922,6.12866,6.06024,6.22659,6.20034,6.11165,6.18031,6.08602,6.04839,6.32283,6.15987,6.42913,6.59866,6.56112,6.42015,6.37227,6.24734,6.51059,6.8042,6.51599,6.42886,6.13188
TDRKH,4.56236,4.68111,4.67402,4.5045,4.63793,4.66099,4.54896,4.46274,4.48235,4.53656,4.55113,4.5126,4.80391,4.59858,4.78795,4.69294,4.4475,4.80898,4.72412,4.63373,4.77613,4.48527
LINGO4,4.5407,4.57883,4.36562,4.33187,4.39146,4.57001,4.17605,4.1953,4.3566,4.4391,4.34534,4.33557,4.61052,4.37931,4.9124,4.45107,4.46023,4.60627,4.28335,4.47121,4.87867,4.46696
LOC100132111,6.26175,6.32998,6.63553,6.50629,6.24063,6.63809,6.17892,6.11769,6.25066,6.37059,6.25514,6.19625,6.514,6.08083,6.39583,6.36098,6.47613,6.61997,6.70802,6.43175,6.58085,5.77946
THEM5,5.08128,5.10221,5.00542,5.02711,5.12311,4.96446,4.77123,4.7935,4.80576,4.90453,5.10169,4.95237,5.21153,4.98786,4.76322,4.85226,4.9827,5.05533,4.80226,4.95844,5.14053,4.98207
THEM4,5.52341,5.53346,5.37316,5.42258,5.58788,5.47187,5.32787,5.16035,5.49881,5.3404,5.30554,5.63133,5.61285,5.5132,5.3166,5.20997,5.04013,5.40859,5.43395,5.5667,5.37316,5.26907
S100A10,5.1139,4.99499,5.07366,5.20873,5.13713,5.26279,5.08603,5.1609,4.88599,5.21277,5.12599,5.12839,5.39774,5.20647,5.1281,5.14282,5.34635,5.30488,5.46722,5.24989,5.2579,5.06563
S100A11,7.85494,7.80339,8.26839,7.88274,7.92586,8.44302,7.88149,8.63865,8.2503,8.25736,7.84823,7.97442,8.04915,7.91935,8.24025,8.18815,8.16175,8.14892,8.0289,8.21736,8.08378,8.44788
TCHHL1,3.27272,3.04476,3.06359,3.04416,2.88425,3.27458,3.05889,3.44373,3.076,3.17609,3.27237,3.24979,2.93334,2.98605,2.97798,2.96534,3.09705,2.7852,2.93697,3.22188,2.98648,3.17717
TCHH,4.10671,4.01161,4.0384,4.03347,4.0492,3.95384,3.91699,4.05565,3.9905,3.92544,4.03302,3.8136,3.95747,3.89316,3.77032,3.88453,3.9243,3.90446,3.96771,3.99329,3.87176,4.02822
RPTN,2.1775,2.0703,2.17492,2.31039,2.45707,2.40888,2.29381,1.89828,2.41231,2.05983,2.12725,2.37636,2.05697,2.17196,2.23127,2.17241,2.12764,2.13517,1.95297,1.95128,2.30255,2.29936
HRNR,3.41133,3.36824,3.18925,3.2591,3.24,2.9551,3.24459,3.1994,3.40527,3.09023,3.23281,3.17557,3.051,3.03113,3.02275,3.11041,3.38237,3.21725,3.28648,2.96954,3.35986,3.3471
FLG,3.79006,3.70774,3.84542,3.64738,3.9131,3.71558,3.64406,3.64406,3.61817,3.64597,3.653,3.58592,3.60508,3.58738,3.63684,3.79234,3.67803,3.56187,3.74926,3.42536,3.6148,3.70207
FLG2,1.7123,2.00122,1.80283,2.18348,2.14905,1.91715,1.81306,1.89596,1.89146,1.97274,1.95346,1.75809,1.80647,2.08208,1.77765,1.91251,1.89615,1.85088,2.13812,1.84572,1.90297,2.13716
CRNN,4.00569,4.08859,4.09794,4.15781,3.99154,4.21845,4.16629,3.66371,4.08524,4.13216,4.05863,3.77043,3.88743,3.91163,3.96752,4.07359,3.90377,3.94134,3.66279,3.91175,4.01109,4.11856
